"University","Year","Version","Dictionary","Wo","ScoreTxt","Presentage","Score","PreunpT","PreuneT","PreunvT","Preunm","Scounp","Scounm","Scounv","Scoune","Txtunp","Txtune","Txtunv","Txtunm","Preunp","Preune","Preunv","Preunm.1","Scounp.1","Scounm.1","Scounv.1","Scoune.1","Txtunp.1","Txtune.1","Txtunv.1","Txtunm.1"
"1","LUT",21,"27",4,"3D_PRINT",6,0.4,47,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.613354325294495,-0.316227734088898,0.105888888888889,0.336666666666667,0.433421909809113,37.8,1767.2,-0.447213590145111,0.129551351070404,-0.73786473274231,1767.2,37.8
"2","LUT",20,"27",4,"3D_PRINT",7,0.583333333333333,102,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.613354325294495,-0.316227734088898,0.105888888888889,0.336666666666667,0.433421909809113,37.8,1767.2,-0.447213590145111,0.129551351070404,-0.73786473274231,1767.2,37.8
"3","LUT",19,"27",4,"3D_PRINT",7,0.7,40,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.613354325294495,-0.316227734088898,0.105888888888889,0.336666666666667,0.433421909809113,37.8,1767.2,-0.447213590145111,0.129551351070404,-0.73786473274231,1767.2,37.8
"4","LUT",18,"27",4,"3D_PRINT",0,0,0,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.613354325294495,-0.316227734088898,0.105888888888889,0.336666666666667,0.433421909809113,37.8,1767.2,-0.447213590145111,0.129551351070404,-0.73786473274231,1767.2,37.8
"5","LUT",17,"27",4,"3D_PRINT",0,0,0,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.613354325294495,-0.316227734088898,0.105888888888889,0.336666666666667,0.433421909809113,37.8,1767.2,-0.447213590145111,0.129551351070404,-0.73786473274231,1767.2,37.8
"6","ALL",21,"27",4,"3D_PRINT",14,0.451612903225806,246,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.462432742118835,0.400000005960464,0.0128786794845234,0.582521444583156,0.220671355724335,197.6,10004.3,-0.600000023841858,0.0864107236266136,-0.800000011920929,10004.3,197.6
"7","ALL",20,"27",4,"3D_PRINT",19,0.678571428571429,313,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.462432742118835,0.400000005960464,0.0128786794845234,0.582521444583156,0.220671355724335,197.6,10004.3,-0.600000023841858,0.0864107236266136,-0.800000011920929,10004.3,197.6
"8","ALL",19,"27",4,"3D_PRINT",12,0.521739130434783,217,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.462432742118835,0.400000005960464,0.0128786794845234,0.582521444583156,0.220671355724335,197.6,10004.3,-0.600000023841858,0.0864107236266136,-0.800000011920929,10004.3,197.6
"9","ALL",18,"27",4,"3D_PRINT",13,0.722222222222222,166,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.462432742118835,0.400000005960464,0.0128786794845234,0.582521444583156,0.220671355724335,197.6,10004.3,-0.600000023841858,0.0864107236266136,-0.800000011920929,10004.3,197.6
"10","ALL",17,"27",4,"3D_PRINT",7,0.538461538461538,46,0.0864107236266136,-0.800000011920929,0.770962849457694,4.07988040072895,0.0274863410741091,2324.8,2405264.2,-1,0.0274863410741091,-1,5761.2,158.8,0.462432742118835,0.400000005960464,0.0128786794845234,0.582521444583156,0.220671355724335,197.6,10004.3,-0.600000023841858,0.0864107236266136,-0.800000011920929,10004.3,197.6
