"University","Year","Version","Dictionary","Wo","ScoreTxt","Presentage","Score","PreunpT","PreuneT","PreunvT","Preunm","Scounp","Scounm","Scounv","Scoune","Txtunp","Txtune","Txtunv","Txtunm","Preunp","Preune","Preunv","Preunm.1","Scounp.1","Scounm.1","Scounv.1","Scoune.1","Txtunp.1","Txtune.1","Txtunv.1","Txtunm.1"
"27","KIT",20,"27",12,"MANUFACTURING",37,0.902439024390244,912,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00805406545730708,0.797488223813952,0.129551351070404,452.4,67589.3,-0.73786473274231,0.806495904922485,0.200000002980232,67589.3,452.4
"28","KIT",19,"27",12,"MANUFACTURING",18,0.818181818181818,341,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00805406545730708,0.797488223813952,0.129551351070404,452.4,67589.3,-0.73786473274231,0.806495904922485,0.200000002980232,67589.3,452.4
"29","KIT",18,"27",12,"MANUFACTURING",18,0.857142857142857,387,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00805406545730708,0.797488223813952,0.129551351070404,452.4,67589.3,-0.73786473274231,0.806495904922485,0.200000002980232,67589.3,452.4
"30","KIT",17,"27",12,"MANUFACTURING",14,0.7,346,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00805406545730708,0.797488223813952,0.129551351070404,452.4,67589.3,-0.73786473274231,0.806495904922485,0.200000002980232,67589.3,452.4
"31","TSI",21,"27",12,"MANUFACTURING",112,0.682926829268293,1506,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00172421665010331,0.662331421937478,0.0274863410741091,976.8,307746.7,-1,0.0864107236266136,-0.800000011920929,307746.7,976.8
"32","TSI",20,"27",12,"MANUFACTURING",93,0.654929577464789,1031,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00172421665010331,0.662331421937478,0.0274863410741091,976.8,307746.7,-1,0.0864107236266136,-0.800000011920929,307746.7,976.8
"33","TSI",19,"27",12,"MANUFACTURING",80,0.661157024793388,1442,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00172421665010331,0.662331421937478,0.0274863410741091,976.8,307746.7,-1,0.0864107236266136,-0.800000011920929,307746.7,976.8
"34","TSI",18,"27",12,"MANUFACTURING",62,0.71264367816092,754,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00172421665010331,0.662331421937478,0.0274863410741091,976.8,307746.7,-1,0.0864107236266136,-0.800000011920929,307746.7,976.8
"35","TSI",17,"27",12,"MANUFACTURING",33,0.6,151,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,-0.200000002980232,0.00172421665010331,0.662331421937478,0.0274863410741091,976.8,307746.7,-1,0.0864107236266136,-0.800000011920929,307746.7,976.8
"36","JIO",21,"27",12,"MANUFACTURING",100,0.819672131147541,1718,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,0.200000002980232,0.00159900776095666,0.785941270582917,0.0274863410741091,936,413291.5,-1,0.0274863410741091,-1,413291.5,936
"37","JIO",20,"27",12,"MANUFACTURING",85,0.745614035087719,1399,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,0.200000002980232,0.00159900776095666,0.785941270582917,0.0274863410741091,936,413291.5,-1,0.0274863410741091,-1,413291.5,936
"38","JIO",19,"27",12,"MANUFACTURING",75,0.76530612244898,976,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,0.200000002980232,0.00159900776095666,0.785941270582917,0.0274863410741091,936,413291.5,-1,0.0274863410741091,-1,413291.5,936
"39","JIO",18,"27",12,"MANUFACTURING",48,0.761904761904762,299,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,0.200000002980232,0.00159900776095666,0.785941270582917,0.0274863410741091,936,413291.5,-1,0.0274863410741091,-1,413291.5,936
"40","JIO",17,"27",12,"MANUFACTURING",36,0.837209302325581,288,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.806495904922485,0.200000002980232,0.00159900776095666,0.785941270582917,0.0274863410741091,936,413291.5,-1,0.0274863410741091,-1,413291.5,936
"41","AZA",21,"27",12,"MANUFACTURING",35,0.53030303030303,329,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.462432742118835,0.400000005960464,0.00126666242843588,0.538412818112475,0.0432627238333225,216,27963.5,-0.948683261871338,0.0864107236266136,-0.800000011920929,27963.5,216
"42","AZA",20,"27",12,"MANUFACTURING",29,0.508771929824561,441,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.462432742118835,0.400000005960464,0.00126666242843588,0.538412818112475,0.0432627238333225,216,27963.5,-0.948683261871338,0.0864107236266136,-0.800000011920929,27963.5,216
"43","AZA",19,"27",12,"MANUFACTURING",24,0.521739130434783,186,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.462432742118835,0.400000005960464,0.00126666242843588,0.538412818112475,0.0432627238333225,216,27963.5,-0.948683261871338,0.0864107236266136,-0.800000011920929,27963.5,216
"44","AZA",18,"27",12,"MANUFACTURING",24,0.6,70,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.462432742118835,0.400000005960464,0.00126666242843588,0.538412818112475,0.0432627238333225,216,27963.5,-0.948683261871338,0.0864107236266136,-0.800000011920929,27963.5,216
"45","AZA",17,"27",12,"MANUFACTURING",17,0.53125,54,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.462432742118835,0.400000005960464,0.00126666242843588,0.538412818112475,0.0432627238333225,216,27963.5,-0.948683261871338,0.0864107236266136,-0.800000011920929,27963.5,216
"46","LUT2",21,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,0.63245552778244,0.0148760330578512,0.0545454545454545,0.288844347000122,35.8,6408.2,0.63245552778244,0.288844347000122,0.63245552778244,6408.2,35.8
"47","LUT2",20,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,0.63245552778244,0.0148760330578512,0.0545454545454545,0.288844347000122,35.8,6408.2,0.63245552778244,0.288844347000122,0.63245552778244,6408.2,35.8
"48","LUT2",19,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,0.63245552778244,0.0148760330578512,0.0545454545454545,0.288844347000122,35.8,6408.2,0.63245552778244,0.288844347000122,0.63245552778244,6408.2,35.8
"49","LUT2",18,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,0.63245552778244,0.0148760330578512,0.0545454545454545,0.288844347000122,35.8,6408.2,0.63245552778244,0.288844347000122,0.63245552778244,6408.2,35.8
"50","LUT2",17,"27",12,"MANUFACTURING",12,0.272727272727273,179,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,0.63245552778244,0.0148760330578512,0.0545454545454545,0.288844347000122,35.8,6408.2,0.63245552778244,0.288844347000122,0.63245552778244,6408.2,35.8
"51","FRA",21,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.3,0.4,1,21.2,1490.7,-0.119522862136364,1,-0.119522862136364,1490.7,21.2
"52","FRA",20,"27",12,"MANUFACTURING",3,1,89,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.3,0.4,1,21.2,1490.7,-0.119522862136364,1,-0.119522862136364,1490.7,21.2
"53","FRA",19,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.3,0.4,1,21.2,1490.7,-0.119522862136364,1,-0.119522862136364,1490.7,21.2
"54","FRA",18,"27",12,"MANUFACTURING",1,1,17,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.3,0.4,1,21.2,1490.7,-0.119522862136364,1,-0.119522862136364,1490.7,21.2
"55","FRA",17,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.3,0.4,1,21.2,1490.7,-0.119522862136364,1,-0.119522862136364,1490.7,21.2
"56","SIT",21,"27",12,"MANUFACTURING",1,1,2,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,-0.63245552778244,0.2,0.2,0.288844347000122,0.4,0.8,-0.63245552778244,0.288844347000122,-0.63245552778244,0.8,0.4
"57","SIT",20,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,-0.63245552778244,0.2,0.2,0.288844347000122,0.4,0.8,-0.63245552778244,0.288844347000122,-0.63245552778244,0.8,0.4
"58","SIT",19,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,-0.63245552778244,0.2,0.2,0.288844347000122,0.4,0.8,-0.63245552778244,0.288844347000122,-0.63245552778244,0.8,0.4
"59","SIT",18,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,-0.63245552778244,0.2,0.2,0.288844347000122,0.4,0.8,-0.63245552778244,0.288844347000122,-0.63245552778244,0.8,0.4
"60","SIT",17,"27",12,"MANUFACTURING",0,0,0,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.288844347000122,-0.63245552778244,0.2,0.2,0.288844347000122,0.4,0.8,-0.63245552778244,0.288844347000122,-0.63245552778244,0.8,0.4
"61","BF",21,"27",12,"MANUFACTURING",64,0.363636363636364,307,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.00524251174928938,0.311666320156924,0.0274863410741091,266.8,127953.2,-1,0.0864107236266136,-0.800000011920929,127953.2,266.8
"62","BF",20,"27",12,"MANUFACTURING",56,0.314606741573034,871,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.00524251174928938,0.311666320156924,0.0274863410741091,266.8,127953.2,-1,0.0864107236266136,-0.800000011920929,127953.2,266.8
"63","BF",19,"27",12,"MANUFACTURING",26,0.230088495575221,116,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.00524251174928938,0.311666320156924,0.0274863410741091,266.8,127953.2,-1,0.0864107236266136,-0.800000011920929,127953.2,266.8
"64","BF",18,"27",12,"MANUFACTURING",8,0.25,37,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.00524251174928938,0.311666320156924,0.0274863410741091,266.8,127953.2,-1,0.0864107236266136,-0.800000011920929,127953.2,266.8
"65","BF",17,"27",12,"MANUFACTURING",2,0.4,3,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,1,0,0.00524251174928938,0.311666320156924,0.0274863410741091,266.8,127953.2,-1,0.0864107236266136,-0.800000011920929,127953.2,266.8
"66","DIM",21,"27",12,"MANUFACTURING",3,0.75,3,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.220671355724335,-0.600000023841858,0.0836805555555555,0.575,0.613354325294495,55,2052.5,0.316227734088898,0.806495904922485,0.200000002980232,2052.5,55
"67","DIM",20,"27",12,"MANUFACTURING",7,1,122,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.220671355724335,-0.600000023841858,0.0836805555555555,0.575,0.613354325294495,55,2052.5,0.316227734088898,0.806495904922485,0.200000002980232,2052.5,55
"68","DIM",19,"27",12,"MANUFACTURING",5,0.416666666666667,61,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.220671355724335,-0.600000023841858,0.0836805555555555,0.575,0.613354325294495,55,2052.5,0.316227734088898,0.806495904922485,0.200000002980232,2052.5,55
"69","DIM",18,"27",12,"MANUFACTURING",6,0.333333333333333,25,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.220671355724335,-0.600000023841858,0.0836805555555555,0.575,0.613354325294495,55,2052.5,0.316227734088898,0.806495904922485,0.200000002980232,2052.5,55
"70","DIM",17,"27",12,"MANUFACTURING",6,0.375,64,0.806495904922485,-0.200000002980232,0.12734118422912,6.4128822274819,0.0274863410741091,3748.4,3965888.8,-1,0.0864107236266136,-0.800000011920929,8394.5,245,0.220671355724335,-0.600000023841858,0.0836805555555555,0.575,0.613354325294495,55,2052.5,0.316227734088898,0.806495904922485,0.200000002980232,2052.5,55
